id,song_name,artist,song_popularity,decade,genre,points,created_at,updated_at
735,Darkside,Kastle,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
736,Thrash Under Pressure,Exodus,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
737,It's A Miracle,Barry Manilow,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
738,Too Many Fish In The Sea,The Marvelettes,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
739,Why Can't I Be You?,The Cure,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
740,Little Bit Of Everything,Keith Urban,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
741,Dirty Looks,Juice Newton,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
742,The Sick Bed of Cuchulainn,The Pogues,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
743,Do You Know What I Mean,Lee Michaels,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
744,If You Could Read My Mind,"Stars On 54: Ultra Nate, Amber, Jocelyn Enriquez",1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
745,Life In One Day,Howard Jones,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
746,"Mrs. Brown, You've Got An Ugly Daughter",The Queers,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
747,Deep South,Black Metal Raccoons,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
748,Anywhere With You,Jake Owen,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
749,Playing With The Boys,Kenny Loggins,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
750,My Heart Beats Like A Drum (Dam Dam Dam) - International Radio Edit,A Touch Of Class,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
751,Highlanders Calling,Abstürzende Brieftauben,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
752,Love Is Alright Tonite,Rick Springfield,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
753,We Expect the Dawn,"FUCK ART, LET'S DANCE!",0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
754,Not Within Arms Length,Poison The Well,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
755,"Moeda, Reza e Cor",Dom Salvador,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
756,Ready To Flow (Taucher Edit),Trance Allstars,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
757,Live Like We're Dying,Kris Allen,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
758,I Wanna B With U,Fun Factory,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
759,Dang,The Jon Spencer Blues Explosion,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
760,How Much Is Enough,The Fixx,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
761,Billy Is a Runaway,Iggy Pop,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
762,We're On the Run,Gold Motel,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
763,Bend Ova,Lil Jon Featuring Tyga,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
764,Killers of the Unborn,Barren Cross,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
765,No More Lies,Michel'le,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
766,Mental Ward,The Dickies,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
767,I'm Free,The Who,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
768,Hard Times - Remastered,kalapana,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
769,Pounding Metal,Exciter,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
770,Greece 2000 (ASOT 943) - WHITENO1SE Remix,Three Drives On A Vinyl,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
771,Tio Macrô,Dom Salvador,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
772,Ayla (Mixed) - Ben Nicky & Luke Bond Remix,Ayla,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
773,The Falsifier,Noctiferia,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
774,Just Like Heaven,Gatsbys American Dream,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
775,Bulletproof,La Roux,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
776,Ain't No Stopping Us Now,Kane Brown,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
777,The Witch,The Rattles,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
778,Fire And Water,Wilson Pickett,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
779,She's Not There,Glee Cast,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
780,More Than Physical,Bananarama,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
781,Everybody [Backstreet's Back],Backstreet Boys,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
782,Plus que du metal,Mass Hysteria,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
783,Better Off Alone,Alice Deejay,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
784,The River,Good Charlotte Featuring M. Shadows And Synyster Gates,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
785,Le chemin de papa,Joe Dassin,0,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
786,Shooting Star,Dollar,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
787,Do You Believe In Us,Jon Secada,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
788,I'm All Yours,Jay Sean Featuring Pitbull,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
789,Rock And Roll en la Plaza del Pueblo,Tequila,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
790,Eyes On The Prize,My Awesome Compilation,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
791,Porn Star Dancing,My Darkest Days Featuring Zakk Wylde,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
792,Start All Over,Miley Cyrus,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
793,Barcelona Memphis - Remasterizado,Los Rebeldes,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
794,Girl Pop Soda,Gay Witch Abortion,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
795,(That's) What The Nitty Gritty Is,Shirley Ellis,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
796,If You Only Knew,Shinedown,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
797,A Moment Forever,Volbeat,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
798,Rehab,Amy Winehouse,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
799,Waterloo,ABBA,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
800,Yeah !,The Jets,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
801,If Looks Could Kill,Heart,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
802,No Me Gusta Trabajar - Remasterizado,Los Rebeldes,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
803,Different,Egypt Central,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
804,Do Somethin',Britney Spears,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
805,"Long, Long Way From Home",Foreigner,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
806,Everlasting God,Scandinavian Metal Praise,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
807,Let's Put The Fun Back In Rock N Roll,Freddy Cannon & The Belmonts,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
808,Vamos a Matar Compañeros (Titoli),Ennio Morricone,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
809,Round Here,Florida Georgia Line,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
810,Messe pour le temps présent: 2. Psyché Rock,Pierre Henry,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
811,New Values,Iggy Pop,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
812,Sometimes Good Guys Don't Wear White,The Standells,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
813,Muertos del rock - Vol II,Def Con Dos,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
814,Small Town,John Mellencamp,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
815,At The Behest Of Their Death,Bloodbath,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
816,Boy With Luv,BTS Featuring Halsey,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
817,Kiss You In The Morning,Michael Ray,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
818,Whip It,Devo,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
819,Ain't Nothin' Goin' On But The Rent,Gwen Guthrie,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
820,Back In The U.s.a.,Linda Ronstadt,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
821,Viejo Mundo - Bulerías,Camaron De La Isla,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
822,Thrash With A Small Moustache,SSS,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
823,Re:Re:,ASIAN KUNG-FU GENERATION,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
824,You Have Placed A Chill In My Heart,Eurythmics,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
825,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
826,Superhero,Skaos,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
827,Rebel Proud,The Profane,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
828,Animal,Shining,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
829,Feira De Mangaio,Clara Nunes,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
830,Get Low,Zedd,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
831,Funhouse,P!nk,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
832,In America,The Charlie Daniels Band,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
833,Heartline,Robin George,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
834,Hau ab,Ton Steine Scherben,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
835,Jah Love Aliens,Scientist,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
836,Shape Of You,Eat Your Heart Out,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
837,That Greasy Kid Stuff,Janie Grant,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
838,Rock And Roll Never Forgets,Bob Seger,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
839,To Be Young,Blessed By A Broken Heart,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
840,You Spin Me Round (Like A Record),Dead Or Alive,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
841,Bloodline,Northlane,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
842,Always On My Mind,Pet Shop Boys,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
843,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
844,What The Hell,Avril Lavigne,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
845,Over You,Daughtry,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
846,Snap Decision,New Bomb Turks,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
847,Everyday People,Joan Jett & the Blackhearts,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
848,Seven Lonely Nights,Four Tops,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
849,T.V. Girl,Beat Happening,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
850,The Silent Mutiny - Live,Visions of Atlantis,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
851,Prayer In C,Lillywood & Robin Schulz,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
852,Sekelimania (Nku Bilam),Pasteur Lappe,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
853,I Wanna Talk About Me,Toby Keith,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
854,Get Down,Gilbert O'Sullivan,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
855,I Don't Care,Fall Out Boy,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
856,Break The Rules,Charli XCX,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
857,Call Me When You're Sober,Evanescence,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
858,Surat Shabda,Deuter,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
859,Haunt,Roky Erickson,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
860,Hate To Say I Told You So,The Hives,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
861,All Star,Smash Mouth,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
862,Because Of You,The Cover Girls,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
863,Sweet Dreams,La Bouche,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
864,Bunnies,Pansy Division,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
865,Gonna,Blake Shelton,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
866,Hot Thoughts,Spoon,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
867,Lettin' The Night Roll,Justin Moore,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
868,Sahti Waari,Turisas,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
869,Barbed Wire Metal,Elm Street,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
870,Black Magic,Little Mix,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
871,If You Wanna Be Happy,Jimmy Soul,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
872,Learn To Fly,Foo Fighters,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
873,How Much Love,Leo Sayer,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
874,Laid,James,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
875,Gimme Danger - Alternate 'Violent' Iggy Mix,The Stooges,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
876,Bang Bang,Danger Danger,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
877,Let Us Fly,Love Sees No Color,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
878,Velvet Cave,Silver Apples,0,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
879,Original Prankster,The Offspring,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
880,All The Small Things,Blink-182,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
881,Got Some Teeth,Obie Trice,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
882,Building Bloxx,Dj Spinna,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
883,Sunshine,The Archies,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
884,Stupid Girls,P!nk,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
885,If The Boot Fits,Granger Smith,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
886,Million Miles From Home (Dj Manian vs. Tune Up! Radio Edit),Akira,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
887,Fall Down,Toad The Wet Sprocket,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
888,Piece of the Puzzle - Crazy Daylight Remix,Crazy Daylight,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
889,Uptown Mardi Gras,Johnny Pearson,0,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
890,Hail the Lords of Rock,The Carburetors,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
891,Brown Sugar,The Rolling Stones,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
892,The Waiting,Tom Petty And The Heartbreakers,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
893,Toxic,A Static Lullaby,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
894,Guerrilla Radio,Rage Against The Machine,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
895,Alvorada / O Sol Nascerá (A Sorrir),MPB4,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
896,My Friend Jack,The Smoke,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
897,American Hearts,Piebald,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
898,My Babe,The Righteous Brothers,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
899,This Fire,Killswitch Engage,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
900,Happy,The Rolling Stones,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
901,"Ankhiyon Se Goli Mare (From """"Pati Patni Aur Woh"""")",Mika Singh,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
902,Died In Your Arms - Original Mix Edit,Alex M.,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
903,Taste the Metal,Dead Man's Hand,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
904,Young Scene,Keith Mansfield,0,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
905,Point of No Return (2012 Re-Recorded Original),Exposé,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
906,True Men Don't Kill Coyotes - 2002 Digital Remaster,Red Hot Chili Peppers,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
907,Gucci Gucci,Kreayshawn,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
908,Alphabet St.,Prince,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
909,Copacabana (at The Copa),Barry Manilow,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
910,In The End,Linkin Park,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
911,Hard Times - Remastered,kalapana,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
912,Drunk On You,Luke Bryan,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
913,Send Me An Angel,Real Life,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
914,Mickey's Monkey,The Miracles,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
915,Hallelujah,Sweathog,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
916,Since U Been Gone,A Day To Remember,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
917,Knock! Knock! (Who's There?),The Orlons,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
918,A Neverending Dream - Hard Dance Edit,Pulsedriver,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
919,Buy My Own Drinks,Runaway June,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
920,Rock para los Dientes,Patricio Rey y sus Redonditos de Ricota,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
921,Boys Are Boys and Girls Are Choice,The Monks,0,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
922,Soy,Gipsy Kings,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
923,"Dance, Dance",Fall Out Boy,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
924,Beautiful Drug,Zac Brown Band,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
925,"Huesos Blandos, Carnes Duras - Remasterizado",Los Rebeldes,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
926,Strength Thru Unity,25 Ta Life,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
927,Late Night,The Cleaners From Venus,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
928,Me Neither,Brad Paisley,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
929,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
930,Here Comes The Judge,Shorty Long,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
931,Take Me Home,Cash Cash Featuring Bebe Rexha,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
932,Beer:30,The Reverend Horton Heat,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
933,Underwater,The Frogmen,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
934,"Blood, Drugs, and Death N' Roll",GOBLIN KING,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
935,The Warrior,Scandal Featuring Patty Smyth,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
936,Byw Mewn Bocsus,Sobin A'R Smaeliaid,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
937,Carioca,Fender Rollers,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
938,Paralyzer,Finger Eleven,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
939,Sleeping With A Friend,Neon Trees,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
940,Whistle,Flo Rida,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
941,Again Tonight,John Mellencamp,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
942,Oh Yeah,Yello,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
943,When Love Takes Over (feat. Kelly Rowland),David Guetta,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
944,What's A Matter Baby,Ellen Foley,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
945,Johnny Come Home,Fine Young Cannibals,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
946,Fire,The Crazy World Of Arthur Brown,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
947,Be Good To Me,Ashley Tisdale,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
948,Luanne,Foreigner,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
949,Hey Good Lookin',"Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait",1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
950,The Diary Of Jane,Breaking Benjamin,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
951,She Loves Me Not,Papa Roach,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
952,Ain't Too Proud To Beg,The Rolling Stones,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
953,They've Got a Bomb,Crass,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
954,Accidentally In Love,Counting Crows,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
955,Recetrance - Rome Tekno Resistance Mix,Rexanthony,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
956,Piece Worker (1),Syd Dale,0,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
957,The Chemicals Between Us,Bush,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
958,The Fixer,Pearl Jam,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
959,Neat Neat Neat,The Damned,0,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
960,We R Who We R,"Chunk! No, Captain Chunk!",0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
961,Fly Away,Miri Ben-Ari,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
962,Jesse,Julian Lennon,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
963,Burning Too,Fugazi,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
964,Fly Away,Vincent de Moor,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
965,This Time I Know It's For Real,Donna Summer,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
966,On The Shelf,Donny & Marie Osmond,1,70s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
967,Airplanes,B.o.B Featuring Hayley Williams,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
968,Come And Get Your Love,Real McCoy,1,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
969,White Lies,Max Frost,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
970,"Hauli Hauli (From """"De De Pyaar De"""")",Garry Sandhu,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
971,Street Rock Soul,Suspect Device,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
972,I Want To Be Your Property,Blue Mercedes,1,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
973,Rock Star,Hannah Montana,1,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
974,Sound Asleep,The Turtles,1,60s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
975,Daytona Beach,Half Japanese,0,90s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
976,El ultimo superviviente,Metal y Ca.,0,80s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
977,Stay,Florida Georgia Line,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
978,Dude You Rock,The Gomers,0,00s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
979,Take A Back Road,Rodney Atkins,1,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
980,The Presence,Bloodgood,0,10s,latin,0,2023-02-04 15:51:34,2023-02-04 15:51:34
